x1,geo,pct_poverty_married,pct_labor_force,pct_unemployed,pct_not_in_labor_force,pct_female_labor_force,pct_parents_lf_under6,pct_parents_lf_6_17,pct_work_from_home,est_commute_time_min,pct_mgmt_occ,pct_service_occ,pct_manufacturing,pct_health_edu,pct_private_workers,pct_gov_workers,pct_self_employed,est_median_hh_income,est_mean_hh_income,est_per_capita_income,est_median_nonfamily_income,est_male_earnings,est_female_earnings,pct_ssi,pct_public_assistance,pct_snap,pct_poverty_all,pct_poverty_female_head,pct_poverty_18_64,pct_private_insurance,pct_uninsured,year,gdp_per_capita,gdp_pc_growth,post_covid
39,Pennsylvania,4.1,62.5,4.4,37.5,58.3,67.9,71.8,4.1,26.4,36.9,17.7,11.8,25.8,84.4,10.3,5.2,53234,73112,29220,30685,50412,39905,6,3.4,13,9.4,28.5,13.1,73.2,8.5,2014,56181.17393525777,NA,0
91,Pennsylvania,3.8,62.5,3.9,37.5,58,68.3,71.9,4.2,26.8,37.4,17.5,12.1,25.6,84.6,10.3,4.9,55702,75981,30384,31721,50976,40214,6,3.3,13.3,9.1,27.6,12.5,73.5,6.4,2015,57400.65667759044,2.1706252413628446,0
143,Pennsylvania,3.9,62.1,3.6,37.9,58,68.3,73.3,4.8,26.9,38,17.9,11.8,25.9,84.8,10.1,5,56907,78053,31272,32488,51780,41047,5.6,3.2,13.4,8.6,25.6,12.3,72.9,5.6,2016,58243.65357914646,1.4686189154437423,0
195,Pennsylvania,3.5,62.4,3.3,37.6,57.9,69.9,73.7,5,27.1,38.6,17.2,11.6,25.8,84.5,10.2,5.2,59195,81006,32711,32044,52111,41929,5.6,2.9,12.9,8.1,25.6,12.1,72.5,5.5,2017,58955.601777895325,1.2223618454522356,0
247,Pennsylvania,3.5,62.8,3.1,37.2,58.7,70.8,75.2,5.1,27.2,38.7,17.3,11.7,25.8,84.6,10.1,5.2,60905,83765,33960,33975,53269,43243,5.9,3.1,13.4,8.1,24.8,11.9,72.4,5.5,2018,59633.774626131235,1.1503111286876644,0
299,Pennsylvania,3.4,62.9,2.8,37.1,58.6,70.8,74.1,5.4,27.8,40.3,17.2,11.5,26.4,84,11,4.9,63463,87789,35804,36748,55221,43791,6,3.2,13.5,8.2,25,11.5,71.9,5.8,2019,60306.239224157296,1.1276572751633074,0
351,Pennsylvania,3.6,62.4,4,37.6,58.4,68.2,73,18.7,25.7,42.6,15.8,11.8,26.4,83.2,11.7,4.9,68957,93835,38315,39969,62096,50272,5.5,3.8,14.1,8.3,25.6,11.2,71.7,5.5,2021,58858.56152607265,-2.4005438188636763,1
403,Pennsylvania,3.9,62.8,2.7,37.2,58.6,71.1,74.5,15.2,26.4,43,16,11,26.6,83.5,11.3,5,71798,100015,41489,42203,63487,52070,5.6,3.3,14.4,7.9,23.2,11.2,71.2,5.3,2022,59826.36427382938,1.6442854236728532,1
455,Pennsylvania,4.1,62.8,2.7,37.2,58.6,71.6,76.4,14.1,26.5,43.4,16.3,11.4,26.3,83.7,11.1,5,73824,102578,42605,43501,64775,52407,5.7,3.2,14.9,8.3,24.1,11.2,70.1,5.4,2023,60719.028985643155,1.492092529186606,1
507,Pennsylvania,3.8,63.2,2.7,36.8,59.5,71.7,75.4,13.8,27.1,44.3,16.1,11,27,82.9,11.7,5.1,77545,107471,44674,45993,67699,55760,5.5,3.3,15.1,7.8,23.3,10.7,70.3,5.8,2024,61569.97230076573,1.4014442084107959,1
52,Puerto Rico,30.6,44.5,8.2,55.5,39.5,61,60.4,1.9,29.4,31.3,20.7,8.9,23.2,69,21.7,9.1,18928,29976,11241,11385,21889,22929,0.4,8,38.7,42.3,59.4,43.5,38.3,6.1,2014,NA,NA,0
104,Puerto Rico,31.2,44.7,8.4,55.3,40,60.8,62.1,2.2,29.2,32.5,21.2,9.1,23.6,68.3,22.3,9.3,18626,30545,11677,11163,23024,22753,0.4,8.8,39,42.5,60,43.3,38.6,5.7,2015,NA,NA,0
156,Puerto Rico,26.6,44.7,7.2,55.3,40.3,61.3,63.7,2.4,29.1,32,20,9.5,23.1,69,21.2,9.6,20078,31262,11952,11406,22850,23494,0.4,9.1,38.9,39.4,58,40.8,39.3,6.2,2016,NA,NA,0
208,Puerto Rico,28.1,43.4,7.1,56.6,39.2,60.7,63.6,2.2,28.5,33.5,20.4,8.2,24.4,69,21.5,9.5,19343,31094,12279,11516,23006,23780,0.6,8.5,37.9,40.9,59.2,41.9,38.9,6.9,2017,NA,NA,0
260,Puerto Rico,26.8,44.1,6.6,55.9,38.9,63.1,64.5,2.3,30.3,32.2,21.7,9.1,23,68.3,22,9.6,20296,32044,12805,12222,23074,23262,0.5,7.9,41.8,39.7,57.6,40.5,38.9,6.4,2018,NA,NA,0
312,Puerto Rico,27.5,45.1,6.3,54.9,39.9,64.1,64.7,2.4,29.8,33.1,20,9,22.2,69.8,19.6,10.4,20474,33055,13345,12051,22793,23455,0.5,5.2,43.2,39.5,56.4,40.8,38.4,7.8,2019,NA,NA,0
364,Puerto Rico,24,44.8,5.8,55.2,40.7,66.5,68.8,7.4,27.1,29.9,20.9,9.4,21.1,68.9,18.6,12.5,22237,35452,14468,13535,25231,25035,0.4,3.9,49.5,36.7,54.2,37.5,38.1,5.7,2021,NA,NA,1
416,Puerto Rico,26.1,46.6,4.6,53.4,42.1,65.9,68.5,5.9,28.1,33.6,20.4,9,21.2,69.5,18.5,11.9,24112,39142,16676,15006,25728,26379,0.4,3.7,48.3,38.8,56.3,38.1,38.6,5.1,2022,NA,NA,1
468,Puerto Rico,24,47.1,4.3,52.9,42.8,68,70.8,5.1,28.8,34.1,20.7,9,20.9,71.2,17.5,11.1,25621,41592,17976,15409,27018,27055,0.6,2.9,46.7,36,52.3,35.8,38.4,5.3,2023,NA,NA,1
520,Puerto Rico,22.3,47.5,4,52.5,43.3,66.9,72.3,6,28.6,33,21.1,8.6,21.1,71.3,17.5,11.2,27213,43218,18766,16524,28929,29469,0.5,2.7,45,33.3,49,33.1,38.3,5.6,2024,NA,NA,1
40,Rhode Island,3.3,65,5,35,61,73.8,77.8,3.8,24,36.3,20.8,10.8,26.5,83.3,11.6,4.9,54891,77146,30830,31674,50765,41469,7,2.9,17.5,10,28.8,13.7,68.8,7.4,2014,54521.62826511035,NA,0
92,Rhode Island,3.6,64.6,4,35.4,60.8,73.9,77.4,3.3,24.7,38.2,18.9,11.4,27.4,83.1,12,4.8,58073,78295,31888,34566,51368,44050,7.1,3.5,16.2,10.1,29.7,13,70.5,5.7,2015,55245.220392738665,1.327165293211463,0
144,Rhode Island,4.1,63.9,3.8,36.1,59.6,69.8,75.6,4.3,24.8,39.3,19.5,10.8,28.3,82.4,12.1,5.4,60596,81215,33008,35174,53400,43541,7.9,3.5,15.9,9.2,24.2,12.4,71.7,4.3,2016,55425.51823757629,0.32635917379979507,0
196,Rhode Island,3.2,65.4,3.7,34.6,60.7,72.8,74.7,4.5,25.1,38.4,19.8,10.2,26.6,81.9,12.6,5.4,63870,85279,34511,34234,55183,46146,7.5,4.3,15.4,7.9,24.7,10.7,69.6,4.6,2017,55625.74179833686,0.3612479722829631,0
248,Rhode Island,4,63.8,3.5,36.2,60,69.7,77,3.7,25,39.1,19.3,10.9,27.3,82.6,12.8,4.4,64340,86601,34999,38201,57416,47356,7.8,5,15.4,9.1,22.9,11.8,70,4.1,2018,55449.81866033315,-0.3162620979356934,0
300,Rhode Island,2.3,65.3,2.7,34.7,61.4,78.5,79,4.5,25.7,42.2,18.7,10.9,27.5,81.8,13.4,4.6,71169,92553,37525,40254,57278,48556,6.5,3.9,14.5,6.6,21.2,10.4,73.3,4.1,2019,56851.245277170325,2.5273781784965754,0
352,Rhode Island,3.3,65.1,5,34.9,61.2,76.2,78.3,17.5,24.8,43.1,17.8,10.2,27.4,81.1,13.4,5.2,74008,99144,40382,43210,63219,54188,6.7,5.5,14.9,7,19,10.8,69.2,4.3,2021,55277.06421015126,-2.768947380737863,1
404,Rhode Island,3.5,64.6,2.9,35.4,61,74.2,78.9,13.4,25.4,46.1,16.9,10.7,26.7,80.3,13.9,5.7,81854,108023,44538,48459,68361,56549,6.4,3.5,13.8,6.7,17,10.1,70.5,4.2,2022,56012.65621087615,1.330736375449204,1
456,Rhode Island,3,64.6,3.1,35.4,59.7,68.8,75.2,11.8,25.6,45.1,16.6,10.9,26.1,81.3,12.7,5.7,84972,113091,46525,51650,70269,62573,6.4,2.9,13.1,7.3,21.5,9.7,70.5,4.5,2023,56411.4229878231,0.7119226330664752,1
508,Rhode Island,4.4,65.6,3.3,34.4,60.6,73.3,83.3,11.6,26.3,44.7,17.6,10.8,25.2,81.1,12.4,6.4,83504,114532,47260,51211,72391,61508,6,3.8,13.9,7.9,21.1,11.2,69.1,4.6,2024,57148.99384464367,1.3074849343541306,1
41,South Carolina,5.4,60.6,4.9,39.4,55.9,66.6,72.6,3.4,24.1,33,18.6,13.6,21.3,79.4,15.3,5.1,45238,61903,24596,26822,41991,33719,5.3,1.3,14.3,13.2,35.6,16.9,63.5,13.6,2014,42694.00508571,NA,0
93,South Carolina,5.8,60.1,4.3,39.9,55.3,67.3,72.1,3.8,24.2,33.8,17.9,13.9,21.7,79.8,14.7,5.4,47238,64352,25627,27811,42238,34182,5.4,1.3,14.4,12.1,31.2,15.9,66,10.9,2015,43548.23094579541,2.0008098522743767,0
145,South Carolina,4.6,60.5,3.7,39.5,56.3,68.9,72.5,4.1,24.7,33.9,17.5,13.8,21.2,79.9,14.8,5.1,49501,67889,27016,29193,45038,35043,5.5,1.5,14,10.8,29.4,14.3,66.7,10,2016,44440.443753021085,2.048792311072778,0
197,South Carolina,4.8,60.4,3.5,39.6,55.9,67.6,74.1,4.7,24.6,34,18.4,13.4,21.7,79.9,14.3,5.7,50570,70214,27909,29644,45477,35142,4.9,1.4,12.3,11.3,30.7,14.5,65.4,11,2017,44744.98428716983,0.6852778875054311,0
249,South Carolina,4.7,60.3,3.1,39.7,56,69,74.2,5,25.1,34.6,18.3,13.4,22,80,14.4,5.4,52306,72742,28957,30962,46080,36720,5.2,1.4,11.4,10.8,28.9,14.3,65.9,10.5,2018,45498.20472604249,1.6833628413825075,0
301,South Carolina,3.9,60.4,2.8,39.6,55.6,68.9,73.9,5.1,26,36.9,17.6,13.7,21.9,79.3,14.9,5.4,56227,78188,31295,33610,48541,37584,4.8,1.1,9.9,9.8,28.8,12.9,66.3,10.8,2019,46342.595985576525,1.8558781925976042,0
353,South Carolina,5,59.6,3.3,40.4,55,68,71.1,11.7,25.6,38.4,16.7,13.5,22.1,78.4,15.5,6,59318,81580,33339,35847,52296,40739,5.2,1.8,11.1,10.8,29.3,13.9,65.4,10,2021,47322.99311597649,2.1155421045145895,1
405,South Carolina,4.6,60.7,2.6,39.3,56.2,68.9,72.6,11.4,25.6,38.8,16.3,13.1,22.3,78.2,15.7,5.9,64115,88704,36675,38426,55157,43614,5,1.3,10.9,10,27.4,13.2,66.9,9.1,2022,48517.78904612006,2.524768302832059,1
457,South Carolina,4.8,61.1,2.6,38.9,56.6,67.4,72.2,11.8,25.5,39.4,16.3,13.5,21.8,79.2,14.7,5.9,67804,92578,38097,41014,57279,46593,4.7,1.1,10.7,10,27.3,13,66.8,9.1,2023,49350.35592133113,1.7160033290462895,1
509,South Carolina,4.6,61.3,2.7,38.7,56.5,67.4,72.3,12.3,26.3,40.4,15.7,12.7,22.1,79.4,14.6,5.8,72350,97757,40195,42589,60917,50302,4.5,1.1,9.5,9.5,25.1,12.2,67.4,9,2024,50640.58243642078,2.6144219043655603,1
42,South Dakota,4,69.6,2.7,30.4,65,74.6,81.5,5.5,16.7,36.4,16.4,10,25,76.4,15.4,8,50979,66580,26959,30059,42034,32048,4.4,2.9,10.9,9.4,34.2,13.5,73.8,9.8,2014,58423.74098179293,NA,0
94,South Dakota,3.8,68.1,2.7,31.9,63.2,75.9,81,5.8,16.9,33.8,17.9,10.4,24.3,77.2,14.1,8.3,53017,68723,27624,30775,42605,33268,4.3,1.9,10.6,8.3,29.4,13.3,72.7,10.2,2015,59509.77168778805,1.8588859387377754,0
146,South Dakota,3.5,67.9,2.6,32.1,63.3,76,79.9,5.5,16.6,36.7,16.4,10.8,24.6,76,15.2,8.4,54467,71385,28585,32296,45384,35436,4.2,2,9.4,8.2,30.7,12.3,73.5,8.7,2016,59354.770734508675,-0.2604630279755993,0
198,South Dakota,3.7,67.9,2.4,32.1,63.5,73.8,78.9,5.8,17.3,35,17.9,10,23.7,77.8,14.3,7.5,56521,73458,29611,32347,46170,35424,4.1,2.1,8.9,8.4,31.3,12.9,73.2,9.1,2017,59074.292803743025,-0.47254488105129555,0
250,South Dakota,3.1,68.2,2,31.8,64.8,75.8,81.6,6.2,17.3,35.3,19.1,10.1,24.9,77.7,14.3,7.6,56274,74046,29953,33808,46784,36467,3.7,2.3,8.1,8,30.2,12.9,72,9.8,2018,59061.436047423995,-0.021763707543220878,0
302,South Dakota,3.1,67.9,2,32.1,64,73.8,80.1,6.1,17.9,39.2,16.6,10.7,24.4,75.4,16,8.3,59533,77650,31550,35697,50196,37765,3.5,1.7,8.7,7.3,28.9,11.9,71.8,10.2,2019,59191.29955462972,0.2198786820920562,0
354,South Dakota,3.7,66.6,1.8,33.4,62.8,73.8,80,11.1,17.4,39.8,15.9,9.9,24.9,76.3,15,8.5,66143,86194,35135,40405,52405,41792,3.7,2.3,8,7.9,29.5,11.7,72.5,9.5,2021,62496.05323199855,5.5831747270876475,1
406,South Dakota,4.1,66.9,1.9,33.1,63.1,76.3,79.8,9.9,18.2,40.4,15.9,9.9,26.3,76.5,15.5,7.8,69728,90806,37618,42028,56091,45067,3.5,1.9,7.8,7.7,27.7,11.9,73.3,8.1,2022,60778.568254512975,-2.7481495049133886,1
458,South Dakota,3.7,67.3,1.8,32.7,64,75.6,80.4,9.8,18.4,40.7,16.5,9.9,25.6,76.3,15.9,7.7,71810,96650,40263,41971,59884,48222,4.1,2,7.5,7.6,27.1,11.5,73.3,8.3,2023,62384.839262579015,2.642824690011958,1
510,South Dakota,3.1,67.9,1.9,32.1,63.8,76.6,81.6,8,18.5,41.1,15.8,9.3,24.7,75.6,16.5,7.6,76881,100178,41637,47275,61219,50661,3.7,1.6,7.1,6.6,24.1,10.3,73.2,8.1,2024,62255.82724811511,-0.2068002674830871,1
43,Tennessee,6.6,60.8,4.7,39.2,56,64.1,68.1,3.7,24.5,33.3,17.3,13.4,22.8,79.3,13.6,6.9,44361,62734,24922,26400,41661,34009,6.3,3.2,17.6,13.7,36.9,17.4,64.8,12,2014,49487.93794961569,NA,0
95,Tennessee,6,61,3.8,39,56,63.9,70,3.8,24.8,34.3,17,13,22.4,79.7,13.5,6.6,47275,66009,26216,27858,42525,34427,5.9,2.6,16,12.3,31.8,15.7,65.8,10.3,2015,50863.24403511927,2.779073330765569,0
147,Tennessee,5.7,60.6,3.3,39.4,55.5,63.4,69.1,4.7,25.1,34.4,16.8,12.7,22,79.8,13.3,6.7,48547,68104,27087,29670,43661,35916,6.2,2.2,14.6,11.6,30.8,15,66.3,9,2016,51650.96867864622,1.5487109767970297,0
199,Tennessee,5.3,61.5,3,38.5,56.5,66.3,71.2,4.9,25.1,34.9,17.2,13.1,22.7,80,12.8,7,51340,72008,28764,30490,45032,36812,5.8,2,13.5,10.9,30.6,14.2,66.3,9.5,2017,52930.876929409715,2.477994669812733,0
251,Tennessee,5.3,61.3,3.4,38.7,56.7,64.6,70.8,4.7,25.4,35.7,17.1,13.2,22.4,80.3,12.8,6.7,52375,73456,29284,31481,46357,37210,5.7,1.8,13,11.3,31.1,14.4,65.8,10.1,2018,53460.324157812276,1.0002615847620522,0
303,Tennessee,4.9,61.7,2.8,38.3,57.3,65.4,72.9,5.6,25.9,36.2,17,13.1,22,79.9,13,6.8,56071,78035,31224,33992,47626,38284,5.6,1.6,11.4,10,27.2,12.9,66.1,10.1,2019,54199.090087221324,1.3818957162104795,0
355,Tennessee,4.9,61.2,3.2,38.8,56.2,64.8,70,14,25.2,38.7,15.3,13,22.4,78.7,13.8,7.3,59695,83777,33904,35951,51538,41863,5.6,2.4,11.9,9.7,25.9,13,66.7,10,2021,57656.34368244188,6.378803757880225,1
407,Tennessee,4.7,62.4,2.1,37.6,57.3,64.8,72.3,13.3,25.5,39.5,14.3,12.8,21.8,79.8,13.1,7,65254,89799,36704,40285,55145,45021,5.4,1.8,11.1,9.6,26.4,12.4,67.2,9.3,2022,58818.134518799576,2.01502690277513,1
459,Tennessee,5.2,62.7,2.5,37.3,57.8,64.3,70.7,12.8,26.3,40.3,15.6,12.4,22.2,79.1,14,6.8,67631,94180,38538,41407,57829,47836,5.3,1.7,9.9,10.2,27.1,12.5,66.3,9.3,2023,59873.39069924084,1.7941000493716386,1
511,Tennessee,4.8,63.3,2.7,36.7,58.5,65.5,71.4,12.7,26.5,40.3,15.6,11.8,22.6,79.2,13.8,6.7,71997,99759,40729,43979,60714,50326,5.1,1.7,9.4,9.3,25.2,12.2,66.8,9.7,2024,60706.459029157704,1.391383250869449,1
44,Texas,7.5,64.5,3.9,35.5,57.6,59.3,66.6,4,25.6,35.3,17.8,8.9,21.6,79.9,13.3,6.6,53035,75557,27125,33210,46235,36428,4.8,1.5,13.1,13.4,33,15.1,60.6,19.1,2014,57843.36974409315,NA,0
96,Texas,6.9,64.3,3.5,35.7,57.4,59.2,66.4,4.4,26.3,35.3,17.4,8.7,21.2,80.4,12.9,6.5,55653,78862,28210,35525,46791,36934,4.9,1.4,12.5,12.2,30.6,13.8,62.3,17.1,2015,59490.880673597,2.848227786162294,0
148,Texas,6.8,64.5,3.6,35.5,57.7,60,67.5,4.8,26.5,36,17.8,8.4,21.9,80.1,12.9,6.9,56565,80346,28714,36060,47351,37576,4.9,1.4,12.3,12,29.8,13.7,62.8,16.6,2016,58531.90348779024,-1.6119734234029792,0
200,Texas,6.3,64.3,3.3,35.7,57.6,59.7,67.1,5.1,26.5,36.4,17.4,8.5,21.6,80.2,12.8,6.8,59206,82768,29525,36529,49414,40236,4.6,1.4,12,11.3,28.7,12.9,62.2,17.3,2017,58934.3461021418,0.6875611254219871,0
252,Texas,6.5,64.5,3.1,35.5,57.8,60.1,67.1,5.2,26.7,36.6,17.4,8.4,21.5,80.3,12.7,6.8,60629,85780,30641,37848,50394,40499,4.8,1.5,11.9,11.4,28.6,13,61.8,17.7,2018,61015.5424550746,3.5313810885859054,0
304,Texas,5.5,65,2.8,35,58.2,62.7,68.7,5.7,27.2,37.6,17.3,8.5,21.4,79.8,13.3,6.6,64034,89681,32267,40389,51125,40670,4.4,1.4,10.8,10.5,27.9,11.9,61.8,18.4,2019,62329.628450804186,2.153690589077595,0
356,Texas,6.3,64.6,4,35.4,58.2,62.4,67.3,16.3,25.9,40.1,16.2,8.7,21.8,78.5,14.4,6.9,66963,93668,34717,41190,56100,45393,4.6,2.8,12.2,11,27.2,12.6,61.4,18,2021,64434.90801237034,3.3776545984512296,1
408,Texas,6,65.5,2.9,34.5,59.1,61.8,68.7,14.5,26.7,40.6,15.7,8.4,21.1,79.1,13.9,6.8,72284,101738,38123,45999,60004,48120,4.4,1.9,12,10.9,27.3,12.2,62.8,16.6,2022,65580.84430700283,1.7784401809225692,1
460,Texas,5.9,66,2.9,34,60,65.4,70.4,13.7,27.2,41.3,15.8,8.7,21.7,79.1,13.9,6.7,75780,106549,39775,47822,61202,50077,4.4,1.6,11.2,10.3,25.6,12.1,63.3,16.4,2023,69582.9783848543,6.102596147003436,1
512,Texas,5.7,65.7,3.2,34.3,59.9,65.6,70.9,12.9,27.5,41.8,16,8.8,21.6,78.9,14.1,6.7,79721,111695,41614,50036,62467,51319,4.4,1.7,10.3,10.1,25.1,11.9,63.9,16.7,2024,70946.49380313499,1.9595531118821397,1
45,Utah,5.2,67.6,3.3,32.4,59.3,50.5,61.6,5.5,21.6,36.9,15.3,11,21.6,80.6,14.9,4.4,60922,77413,24877,33380,50937,34351,3.5,1.6,8.1,8.5,27.6,11.8,75.2,12.5,2014,51075.42489314498,NA,0
97,Utah,5.3,67.7,2.7,32.3,59.2,52,60.6,5.5,21.3,36.7,15.4,11.3,20.8,81,14.2,4.6,62912,79860,25816,36781,50741,36060,3.9,1.6,7.6,8.3,25.7,11.2,77.3,10.5,2015,52094.833601798615,1.9958888463215807,0
149,Utah,4.3,68.2,2.8,31.8,60.1,51.5,62,6.1,21.6,37.8,15.6,10.1,22.2,81,13.8,5.1,65977,84117,26993,37404,51099,36022,3.8,1.5,7.2,7.2,24.1,10.4,78.7,8.8,2016,53388.742875481934,2.4837573790400747,0
201,Utah,4.3,68.7,2.4,31.3,60.8,52.5,63.8,6.8,22,39.1,15.3,10.3,22.3,81,14.2,4.6,68358,86442,28085,38344,52249,37252,3.5,1.7,6.8,6.7,22.2,9.8,78.4,9.2,2017,55444.75018849443,3.85101278336466,0
253,Utah,3.6,68.1,2.2,31.9,60.6,53.8,62.7,6.9,22,39,15.2,10,22.4,80.6,14.4,4.8,71414,91096,29756,41265,53409,39342,3.5,1.2,6.5,6.1,22.5,9.3,78.5,9.4,2018,57717.0108707882,4.098243160206905,0
305,Utah,4,69.7,2.2,30.3,62.5,54.2,64.9,7.4,22.5,40.4,15.1,9.7,22.2,80.1,14.8,4.8,75780,96415,31771,42659,57117,39784,3.6,1.3,5.5,6.1,19.2,8.9,78.5,9.7,2019,60174.07222302172,4.257083509979709,0
357,Utah,3.8,68.7,2.4,31.3,61.1,53.7,63.7,20,21.4,42.2,13.7,10.9,21.8,79.6,15,5.2,79449,105076,35220,45487,61269,44707,3.3,2.1,5.6,5.9,19.1,8.9,77.8,9,2021,63262.71589886325,5.132848021975578,1
409,Utah,3.9,70,1.9,30,62.4,54.6,64.4,18,21.6,42.8,14.2,10,22.3,79.8,14.9,5.2,89168,114044,38514,51496,65278,47750,3.5,1.4,5.2,5.6,15.9,8.2,78.4,8.1,2022,64187.80834478516,1.4623027683491108,1
461,Utah,3.5,70.2,2.3,29.8,63.6,61,67.8,16.4,22.6,44.4,14.6,10.1,23.4,79.7,15.1,5,93421,117752,40096,53736,69679,50801,3.1,1.4,5.2,6,19.4,9,78.1,8,2023,65614.70159242899,2.222997301885221,1
513,Utah,3.3,69.8,2.6,30.2,62.8,55.6,66.2,15.7,23.2,43.7,15,9.9,22.8,79.5,15.5,4.8,96658,122370,41806,56838,70917,52177,3.1,1.5,4.6,5.3,16.3,8.3,77.9,8.3,2024,66886.02256990685,1.9375550701651978,1
46,Vermont,3.2,66.2,3.6,33.8,62.9,71.9,78.4,7.1,22.1,40.2,17,11.6,29.1,75.8,14.8,9.2,54166,69973,29178,32301,46911,39322,6.5,4,14.3,8.7,35.1,12.4,67.6,5,2014,50899.88221060488,NA,0
98,Vermont,2.8,65.4,2.5,34.6,62.4,69.4,77,6.1,23,41.1,17.1,11,28.3,77.5,13.7,8.6,56990,74502,31216,33787,47960,40173,5.5,3.8,11.8,5.8,22.6,10.3,68.4,3.8,2015,51202.28184273182,0.5941067424787283,0
150,Vermont,3.5,65.2,2.6,34.8,62.3,69,75.7,7,23.1,40.6,17.5,10.9,26.6,78.4,13.2,8.2,57677,75854,31836,32445,47840,41122,5.6,3.5,13,7.7,27.4,11.9,68.2,3.7,2016,51752.81805863868,1.0752181271878491,0
202,Vermont,3.6,65.4,2.5,34.6,62.9,74.6,78,7.1,23.2,41.1,17.4,9.5,27.8,77.5,13.8,8.6,57513,76560,32443,34754,48924,41976,5.8,3.1,11.5,7,22.7,11.8,66.5,4.6,2017,52131.70978289385,0.7321180536021599,0
254,Vermont,3.4,65.7,2.5,34.3,63.7,76.7,80,7.5,23.6,43.5,17.9,9.7,29.6,76.7,13.5,9.5,60782,79514,33956,36364,50828,43376,6.1,3.5,10.4,6.2,21.1,11.2,69.9,4,2018,52541.125028409006,0.7853478184778329,0
306,Vermont,2.8,65.4,2.2,34.6,62.2,78.8,82.2,7,24,42.9,17,10.3,29.1,77.5,14.7,7.6,63001,83015,35702,38034,51212,46616,6,2.6,10,5.8,20.9,11.5,68.8,4.5,2019,53424.58729003952,1.6814681093197503,0
358,Vermont,2.7,64.3,2.7,35.7,61.6,77,79.9,19.6,23,47.1,13.8,10.1,28.8,76.1,15.1,8.6,72431,94496,40016,40968,55803,51931,5.4,4.2,10.9,6.3,23.1,10.6,70,3.7,2021,51888.64065459692,-2.874980815675776,1
410,Vermont,3,65,1.8,35,62.6,77.1,82.5,16.5,23.2,47.8,15.3,8.7,28.7,76.4,14.4,9,73991,97261,42251,46022,61383,54933,5.3,3.3,10.5,6.6,23.4,11,70,3.9,2022,53914.67757028106,3.9045866111057093,1
462,Vermont,2,64.9,1.7,35.1,62.9,75.1,82.5,16.2,24.2,47.3,15,9.9,28.5,75.9,15.4,8.5,81211,105931,46029,46744,63565,55765,4.1,3.2,10,4.5,18.5,9.9,69.9,3.4,2023,54806.53737251475,1.6542059461843062,1
514,Vermont,3.3,64.8,1.7,35.2,61.9,72.4,83.7,16,23.9,46.4,16.2,9.4,28.7,77.7,13.4,8.6,82730,109920,48856,52385,67054,61006,4.9,4.1,10.6,5.7,17,9.3,70.9,4.2,2024,56299.64069225903,2.72431609681123,1
47,Virginia,3.6,66.1,3.9,33.9,60.6,66.8,71.2,4.4,28.1,42.9,17,7.1,21.7,74.6,20.3,5,64902,88457,34052,40107,52864,42445,4.3,2.1,9.9,8.3,26.5,11.2,74.7,10.9,2014,58796.55050911378,NA,0
99,Virginia,3.4,66,3.5,34,60.7,67.8,72.4,4.6,28.2,43,16.8,7.2,21.9,75.1,19.8,5,66262,90556,34780,40730,54392,42342,4,2,9.2,7.8,24.4,10.8,76.1,9.1,2015,59630.158009098035,1.4177830038771377,0
151,Virginia,3.4,65.8,3.2,34.2,60.3,67,72,5,28.5,43.5,16.4,7,22,75.4,19.6,4.8,68114,93939,36206,41568,55817,44798,4.2,1.7,8.6,7.6,23.4,10.6,76.6,8.7,2016,60005.778334121955,0.6299167024957475,0
203,Virginia,3.3,65.7,2.9,34.3,60.5,67.9,74.2,5.4,28.6,44.1,17.1,6.8,22.2,75,19.9,4.9,71535,97639,37442,43210,57690,45692,4.5,1.9,8.1,7.1,22.4,10.3,76.2,8.8,2017,60815.314724535245,1.3490973917639426,0
255,Virginia,3.2,65.4,2.7,34.6,59.8,66.3,74.3,5.6,28.7,44.7,16.4,7,22.1,74.9,19.9,5.1,72577,100884,38900,43252,59305,47002,4.8,2,7.9,7.1,22.6,10.2,75.4,8.8,2018,62010.62869819009,1.965481851190054,0
307,Virginia,2.9,66,2.6,34,61,70.5,75.6,5.8,29.1,45.4,17.1,7,22.4,75.2,19.8,4.8,76456,105091,40635,46570,60285,48209,4.1,1.7,7.8,6.5,21.4,9.4,74.6,7.9,2019,63229.00969796329,1.9647938189808256,0
359,Virginia,3.3,65.2,3,34.8,59.7,68.2,74,22.3,26.4,48.3,15.4,7.1,22.4,74.3,20.5,5,80963,111287,43756,47745,66014,53414,4.1,2.7,8.8,6.9,20.6,9.7,73.9,6.8,2021,65333.74626602496,3.328751435639621,1
411,Virginia,3.4,65.3,2.3,34.7,59.7,69.6,75.7,18.2,27.1,49.1,15,7.1,22.2,74.4,20.4,5,85873,119058,47199,51436,70551,56498,4.2,2.2,9.8,7.4,21.7,10.3,73,6.5,2022,66731.8585634575,2.1399542768292035,1
463,Virginia,3.5,65.3,2.3,34.7,60.3,69.8,75.8,16.7,27.5,49.2,15.3,7.1,22.1,74.7,20.1,5,89931,123132,48689,53526,71646,57991,4.2,1.9,9.9,7.1,20.7,9.5,72.8,6.4,2023,68627.88211772882,2.8412569274813837,1
